display_taxon	NPT03	NPT05	NPT06	NPT07	NPT09	NPT10	NPT11	NPT12	NPT13	NPT14	NPT15	NPT17	NPT18	NPT19	NPT20	NPT22	NPT23	NPT24	NPT25	PT01	PT02	PT03	PT04	PT05	PT06	PT07	PT08	PT09	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT17	PT18	PT19	PT20	PT21	PT22	PT23	PT24	PT25
Moryella sp002892395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401792613197342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nanoperiomorbus sp004136275	0.0	0.0	0.0	0.0	0.00023249325769552682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016693163751987282	0.0	0.0	0.0030099876864140103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005912262031453234	0.0	0.0
Nanoperiomorbus sp946222675	0.0	0.0	0.0	0.0	0.0003719892123128429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseria_563205 gonorrhoeae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027941333904292903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010341974627688913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvimonas parva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017128787067765764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvimonas sp001552895	0.010267783801544274	0.00031244141723426856	0.0	0.0	0.0006974797730865805	0.00021401819154628142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01942213163889222	0.0	0.0	0.0	0.0	0.0	0.0	0.0012313585989875496	0.001210800339024095	0.005099675475197033	0.0040858018386108275	0.0	0.0	0.0	0.0	0.0	0.004462510493527151	0.0	0.015432250454612474	0.0	0.06847664936990364	0.0783112966829042	0.06207875133025896	0.0008058017727639	0.0035610656818781325
Peptoniphilus_A harei_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.703566751405901e-05	0.0	0.0	0.0009725261366399222	0.009099668129750563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008456659619450317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034473248758963045	0.0	0.003607148712903755	0.0024300799717227057	0.0	0.000835504005504497	0.0	0.0017605633802816902	0.0011134307585247043	0.003429111978242876	0.0	0.0017145871801635452
Peptoniphilus_A lacrimalis	0.0	0.0	0.0	0.0	0.0009764716823212127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcus (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036929570034291742
Peptostreptococcus anaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027513114227598758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018071744826963042	0.0	0.0	0.0004918839153959665	0.0	0.0	0.001277829655477466	0.0	0.0	0.0	0.0	0.004834810636583401	0.0035610656818781325
Peptostreptococcus sp000758885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040290088638195	0.0015826958586125032
Porphyromonas_A uenonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016998918250656777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella (genus)	0.0	0.0	0.0	0.0	0.007346786943178648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016172965611167857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella amnii	0.11467060949564646	0.0	0.0	0.0	0.01074118850553334	0.0	0.0	7.703566751405901e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009850868791900396	0.0	0.19950548601452636	0.0052774940415389856	0.0	0.0	0.0	0.00033921302578018993	0.0	0.0174082092519772	0.0	0.0	0.0	0.04206819866567828	0.056413825098585016	0.050963698711126874	0.0008058017727639	0.0035610656818781325
Prevotella bivia	0.0	0.0	0.0	0.0	0.0	0.00042803638309256285	0.0	0.0	0.0	0.0	0.29694464705405627	0.0005352745958676801	3.351880404907153e-05	0.0	0.0	0.0	0.0010926308121889036	0.0	0.0	0.007433161491427886	0.0	0.0002891844997108155	0.0	0.0	0.0	0.0008411313216275891	0.0	0.0006659401864632522	0.0	0.0	0.0	0.011023764344447457	0.0006205184776613348	0.007293080054274084	0.03590752582390556	0.0	0.0	0.057649776379810294	0.0	9.266123054114158e-05	0.0	0.0	0.0040290088638195	0.0
Prevotella buccalis	0.0005749958928864794	0.0	0.00026099438862064463	0.0	0.018134474100251093	0.0	0.0	7.703566751405901e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04004316029253087	0.0	0.0	0.0	0.000397456279809221	0.0	0.0	0.027910794910384458	0.00042378011865843324	0.0018544274455261937	0.03438883214164113	0.0	0.0	0.0	0.0	0.003115264797507788	0.04648080236822339	0.0	0.02953752395930604	0.0	0.34590437361008153	0.29719322662955233	0.19120255409719758	0.0	0.006594566077552097
Prevotella denticola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002871024734982332	0.0	0.0	0.0	0.0	0.0
Prevotella disiens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89464975179261e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.010285396590066716	0.013917884481558803	0.013479957431713374	0.0	0.0
Prevotella melaninogenica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08596510009634943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006671608598962194	0.008582695430294595	0.008513657325292657	0.0	0.0
Prevotella sp000758925	0.0	0.0	0.0	0.0	0.002929415046963638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001191692202928158	0.0	0.0	0.0	0.0	0.0	0.009720319886890823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010551305724083356
Prevotella sp001553265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022481533026442566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004175365344467641	0.0013006976469197116	0.0	0.0
Prevotella timonensis A	0.004846393954328898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011347821432394819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17000359669104423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007022641966339751	0.02889816102611652	0.010554988083077971	0.0	0.0036143489653926086	0.0	0.0	0.006886374815543532	0.0	0.0	0.0098294588882882	0.0	0.002687175685693106	0.003943400603108328	0.004375073903275393	0.0	0.0
Sarcina_201130 massiliamazoniense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005220347213791429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sneathia (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000835504005504497	0.0	0.0	0.0	0.0	0.0	0.0
Sneathia sanguinegens	0.0007392804337111878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009741997644791778	0.00016759402024535766	4.468874290566207e-05	0.0	0.0	0.0	0.0	0.0	0.007672940894377173	0.0	0.0	0.0	0.000397456279809221	0.0	0.0	0.0	0.0	0.0007726781023025807	0.0008512087163772557	0.0	0.01608385289599711	0.0	0.0	0.0	0.00039764944991826093	0.000185649308456326	0.04668992971936895	0.0	0.007505559673832468	0.007330085826954303	0.009223128769067045	0.0	0.00013189132155104195
Sneathia vaginalis	0.000821422704123542	0.0	0.0	0.0	9.299730307821073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.04742532919387646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025056947608200455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010897203051216855	0.005563282336578581	0.0008512087163772557	0.0	0.0	0.0	0.0	0.0	0.0012813148941810632	0.0	0.002506512016513491	0.0	0.02742772424017791	0.03163999072141035	0.038547948445075086	0.0	0.0
Sodaliphilus pleomorphus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016396130513198885	0.0	0.0	0.0	0.0	0.0	0.0003247506379030387	0.0	0.0	0.0
Staphylococcus aureus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015248401377274963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus haemolyticus	0.0	0.0	0.0	0.0	0.0	0.015195291599785981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus lugdunensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002295458271847844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus (genus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019027484143763213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus agalactiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004918839153959666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus anginosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005285412262156448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003279226102639777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus pyogenes	0.0	0.0	0.00026099438862064463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79225571476494e-05	0.0	0.00023977940294928664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814665592264303	0.7521762068055922
Streptococcus salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005285412262156448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus vestibularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024312896405919663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sutterella stercoricanis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000983767830791933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Telluria sp918697865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003276003276003276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA4285 sp902775895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000245736472207205	0.0	0.0	0.0	0.0	0.0	0.0
UBA629 sp005465875	0.0	0.0	0.0	0.0002058672156459084	0.8548777085464522	0.00021401819154628142	0.0	0.0	0.0	0.0005098789037603569	0.0004052192235999676	0.0004282196766941441	0.0063015351612254475	0.0	0.0	0.0	0.00012140342357654485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042056566081379455	0.7585168969763305	0.0	0.5155308298562818	0.41436840313244805	0.0	0.0	0.0	0.00033921302578018993	0.002131496966715855	0.0	0.000185649308456326	0.0	0.0	0.0	0.0	0.0	0.0016116035455278	0.0
Ureaplasma parvum	0.0	0.0	0.05754926269085215	0.0	0.0	0.08443017656500802	0.0	0.0	0.0001665833749791771	0.0	0.0	0.00010705491917353603	0.0013407521619628613	0.0	0.00010060868252930228	0.0	0.0	4.79225571476494e-05	0.0	0.0	0.0014807502467917078	0.0010603431656063234	0.0010671219720414043	0.0	0.00021141649048625792	0.00021028283040689727	0.0	6.054001695120475e-05	0.0	0.0	0.0	0.0	0.0	0.00016960651289009497	0.0	0.0	0.002227791701475912	0.0	0.00036808009422850414	0.0	0.0	0.0	0.0	0.0
Ureaplasma urealyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005285412262156448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018532246108228317	0.0003711435861749014	0.0008277166844034528	0.0	0.0
Veillonella_A atypica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009513742071881607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonella_A montpellierensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004175141847767905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003259383871306908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02885718970323004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae (family)	0.0012321340561853129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ293 sp011751725	0.0	0.0	0.0	0.0	0.00023249325769552682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006486286137879911	0.0003711435861749014	0.00023649048125812936	0.0	0.0
